Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,18-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,1789.589568,2023.39995,2268.789978,2542.52727,2946.240394,3452.522512,4220.961621,4969.781883,5944.670893,6585.840242,6889.004949,7156.853423,7296.551773,7652.102974,8218.597479,7841.464034,8379.576739,8755.156499,9115.234532,9363.18664,9932.029788,9414.160613,9443.063702,9801.967066,10419.3112,11452.7388,12812.76447,14350.91905,14797.36842,13082.28166,12174.69786,11931.20411,12517.55793,12194.60876,12946.98694,13659.14791,14462.17628,15021.73818
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10191.81606,11830.86532,12763.32361,11515.80647,12428.85793,11434.88989,11360.52766,11623.35967,14257.02216,17801.26827,18214.83698,18824.2474,18569.76879,17633.38138,18045.43906,20319.63063,21861.32551,23468.59683,21318.96417,20521.77757,21669.41091,19482.5679,20074.22931,23437.31215,30401.55479,33961.6818,36019.20305,40905.47089,49535.25787,42709.8033,51936.88871,62411.78545,67864.68986,67990.29003,62327.55594,56561.41238,49896.6811,53799.93809
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,10869.54642,9385.249018,9410.347225,9537.407431,8991.065076,9172.096769,13083.0727,16392.76957,17578.61894,17468.94619,21680.98969,22410.91174,24880.16407,24081.52781,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51704.54119,44206.78428,44731.01086,47290.91165
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1237.324492,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6838434,763.0730858,883.6439965,1045.02163,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4131.61831
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,223.4072262,229.4581867,233.817671,243.4238066,215.9441863,244.5689375,248.2101339,226.8497158,210.7500959,210.9695203,209.0516152,210.6438772,191.310913,162.635225,157.5430015,167.7991717,143.8532933,159.1755281,144.4746122,128.6964397,135.9984455,133.7427689,122.4335893,112.8493703,127.4296648,150.5070434,165.8794176,170.7999005,196.2472628,204.9446502,231.1943256,260.4799073,265.2856051,282.7555252,312.7489794,300.6765569,285.7274421,320.0868701
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,12932.8606,10679.66389,9393.876692,8893.58613,8502.538597,8797.659679,12235.18414,15216.87102,16478.83159,16613.51665,20710.64434,21154.29184,23497.72741,22403.21682,24338.1377,28565.91915,27701.90329,25027.74459,25541.67472,25444.13926,23207.40591,23121.60114,25052.33939,30743.90254,35589.68912,36967.25918,38852.37293,44403.7669,48424.5756,44880.57302,44380.17663,47702.81189,44740.58325,46582.66955,47351.97418,40361.15419,41260.97755,43323.80734
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,378.0438983,337.9781947,322.7776995,271.1292402,252.869785,244.4109989,303.3488979,344.5030708,346.7360377,311.6783039,393.6862144,385.753616,317.9628553,411.9260305,279.6665043,367.387341,387.4329246,361.1002698,379.442354,403.6237038,374.1923942,378.736054,418.6985763,519.2922847,583.4093514,601.799977,625.830092,706.0535419,820.1513498,793.45243,757.6959074,825.9427854,837.9505001,915.3281554,943.686575,783.9630778,788.5324424,829.7972306
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,282.6857353,254.2307807,245.0947024,217.9947508,193.8432403,200.8944225,256.7623188,291.1319639,313.0618911,304.8534388,351.9793229,346.4106724,240.963481,244.1270735,193.0702363,235.8321973,249.3602944,229.4931177,255.7182334,265.3401156,226.4759814,235.4912324,260.7635413,332.3443051,371.3230865,406.9988071,420.5825233,475.1100122,569.7612784,552.7455521,575.4464527,666.8404101,673.8228182,699.781537,703.8216565,575.3144542,613.9931275,670.7059131
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,222.6323509,241.8703692,215.3932576,199.3366454,208.5346351,239.0392205,227.4230256,247.072312,263.2227905,277.8178391,297.5679945,284.7256059,285.0955051,291.7144894,290.6524529,319.6087004,382.9357636,389.5236314,395.2974607,397.3548219,405.6033071,402.5981152,400.6135745,432.7388972,460.7579167,484.1554071,494.0501466,541.0651484,615.7775411,681.1205368,757.6717572,835.7893401,856.342857,951.8894535,1084.56543,1210.158769,1358.779029,1516.513423
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.247173,1148.494399,1554.046931,1208.875103,1346.910553,1771.996144,1643.611419,1609.882452,1757.44378,2076.830682,2698.624248,3363.799644,3869.529455,4490.201777,5885.949252,7261.754492,6969.558557,6843.26695,7813.806692,7378.02473,7674.861867,7853.332937,6993.475544,7469.447703,8031.598442
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,8537.929379,9269.269617,9446.158002,9421.285655,9590.683099,8706.725084,7041.56947,7555.066809,7958.679492,8030.85458,8528.983334,9055.591114,9082.741169,9698.134804,10130.41307,10376.93489,10544.66713,10672.18394,10076.18778,10401.48045,13636.34668,12868.211,13102.33457,14221.99259,15846.47641,17959.17854,19307.99549,20977.11053,23067.56535,19356.67236,20722.10389,22512.1596,23649.36661,24737.17178,24983.37902,22688.87824,22560.58127,23655.0356
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,6338.619868,6622.685658,7165.134491,7694.937985,8873.769102,9888.48935,10339.52102,11150.69004,11381.82156,12158.07885,12350.97684,11914.85776,11682.08496,11402.65152,11812.46489,12239.8715,12717.15001,22066.27871,23557.95353,26173.71548,27112.2562,27439.3587,28727.02219,28092.48573,28076.1551,29874.65414,30274.99032,31018.02949,30188.48444,28129.6075,27979.11493,27472.25617,28815.5274,28171.986,28671.34697,30483.8201,30260.30591,30762.01244
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,318.0200012,485.6172767,736.9753294,978.516728,1097.644555,1246.497114,1461.75052,1524.412022,1761.537647,2214.732246,2650.642661,2968.411806,3404.321698,4180.292176,5078.314577,4701.334426,4614.829041,5054.325344,4722.013403,5042.582213,5204.243718,4584.242548,4808.636043,5180.636301
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2124.840514,1765.744556,1667.681777,1590.095882,1460.059076,1370.676559,1452.445488,1396.501786,1511.770053,1210.61172,1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5176.26383,6029.3968,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,5022.626643,5726.029673
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1350.97638,1307.211688,1183.168317,1212.922437,1315.272503,1268.182948,1343.708719,1586.450207,1758.942735,1979.35346,2202.322556,2326.845903,2666.977671,2833.061341,2880.211133,2996.382928,3001.665138,2952.602141,2991.924971,3065.492248,3364.423711,3419.275719,3556.561825,3679.909523,3831.538019,3933.332215,4187.37803,4324.876427,4470.220796,4258.788611,4344.150177,4517.137719,4673.791435,4685.249476,4844.981859,4950.256062,4960.181794,4905.506284
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,85458.45551,85748.06541,,,,
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,811.7768958,1031.516161,958.6879039,909.847761,1013.800937,865.6901106,624.71542,672.565591,697.3705601,701.4646141,709.9488612,764.1413321,791.3804293,788.3990281,806.2214519,887.4685243,958.4737662,1006.964739,1058.71875,1012.509773,1007.002869,958.2366524,913.5756262,917.3643105,978.3346485,1046.427384,1233.594435,1389.637343,1736.935051,1776.866476,1981.160705,2377.675918,2645.227753,2947.938526,3124.00031,3077.026199,3117.330459,3393.955818
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1939.790876,2124.962989,2218.890515,1565.297832,1573.967139,1643.196503,1936.016335,2081.665262,2294.401695,2901.285449,3093.037479,3966.795488,2591.797116,2786.171356,3494.640541,4740.119813,5156.809075,5271.412222,5075.631211,3469.502237,3739.116139,3146.948904,2819.64812,3059.586507,3623.049912,4770.183845,5860.145829,7313.557773,8787.610658,8553.381368,11224.15408,13167.47289,12291.46685,12216.90446,12026.61939,8750.222996,8639.365743,9821.407686
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,4035.803249,4426.282068,4610.886569,4882.627279,5307.385033,5539.048899,6061.95369,6652.554904,7050.774559,7769.007042,7770.815258,7681.981933,7440.957495,7777.554485,8148.382411,8537.056187,9069.168909,9549.894079,10727.59584,11200.57763,11567.66612,11513.93686,11675.34754,12028.48034,12868.78733,14223.25544,15439.99215,16381.49556,16613.71922,15922.90013,15959.02979,16610.41835,16536.21464,16326.91348,16261.79932,16129.04928,15891.62655,16788.68392
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,25412.99495,21821.79499,20687.39975,18123.85989,17332.97479,15694.53999,10211.59628,11591.78627,11006.87051,11869.98727,13604.15683,13901.72173,15270.48612,14572.10853,14117.39214,15929.16376,16789.03717,16656.08988,12690.68932,14097.93159,18008.44826,16468.12886,16846.02198,18555.56649,21896.60527,26102.13345,30980.96692,32672.36717,37951.2806,27965.47504,35268.10117,47017.0273,47651.25909,44597.27968,41530.66898,30967.89051,26939.41805,28290.5852
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,331.5312269,348.2364521,345.5152164,374.758549,373.0604584,368.6335872,416.968406,505.9227309,548.7543973,520.4078194,557.9721483,465.3885839,471.8392542,449.688254,524.2981458,588.5939027,609.3430176,692.1262064,695.2902533,751.5757717,765.8632358,807.9387673,885.6382245,997.7417141,1097.457088,1247.061392,1335.456906,1741.142552,1795.181307,1770.234497,2178.921383,2458.045976,2422.008016,2350.882889,2504.717407,2615.31022,2773.547135,3110.230113
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,1059.6967,1034.153218,943.3196682,1052.732039,1077.74254,937.4744618,1135.167444,1554.419932,2031.41822,2301.989726,2750.950026,2783.021503,2848.206987,2783.237931,2779.113832,3014.867858,3022.176753,3065.527268,2869.182503,3226.295674,3349.068823,3128.097793,3055.618382,4163.065906,4896.583835,5351.253732,5374.554867,5714.047936,5623.379566,5185.729845,6346.156204,7645.214612,7029.23145,7007.625786,7493.763994,6527.508161,6954.174306,7595.59585
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,349.6099162,296.0645947,309.3677326,264.1972436,248.5851878,328.3119198,416.1188419,435.8930918,449.7829378,429.5415541,490.0745619,456.8977858,456.074154,401.9779716,260.4835711,332.6773772,293.3188854,266.6076447,268.9004231,271.8551165,243.5429317,243.1586486,253.7068343,286.2508019,313.210598,323.9805112,347.6071719,397.0171544,456.8618268,449.9612041,446.4436878,490.5103907,483.1860932,337.484979,377.1321263,348.3814271,382.0702811,418.411287
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,11135.43799,12297.78569,12439.74784,13377.89565,13826.64999,14060.46178,14403.8287,16245.45168,18864.26292,20638.29005,21371.2911,21664.59864,20771.25035,20017.42985,19859.20398,20577.48939,21183.22008,21770.13408,20887.83947,22167.22585,24124.16917,23691.59472,24167.80431,28172.14883,31979.87195,36189.58838,40386.69948,44544.5268,46596.33599,40773.45436,47447.47602,52082.21076,52496.69487,52418.31506,50633.20882,43525.37019,42348.94546,45032.11991
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2315.132605,2201.867425,2364.149702,2490.81471,2826.919188,3516.264212,3769.172448,3738.181075,4099.317812,3979.370377,3946.582681,4344.831522,4924.778671,5945.888836,7165.407834,8347.546515,9465.75113,11998.30282,14549.90732,12258.57241,12556.4916,13881.25282,13003.33616,13717.08393,14144.48575,12456.42652,12748.92339,14122.33585
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,18832.19672,17153.40132,17478.65579,17341.99488,16499.14693,16655.33739,23751.44952,29558.89548,31743.65291,30401.89248,38428.3855,38399.21061,39534.542,38100.73673,41843.75688,48662.43977,46676.85094,40417.96228,41497.20261,40581.30705,37868.32306,38538.99005,41376.39399,48087.58314,53340.14766,54952.67372,57579.50195,63555.2375,72487.84593,69927.46877,74605.72102,88415.62806,83538.23008,85112.4644,86605.56338,82016.02131,79866.03187,80189.69686
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,40537.51169,42405.49714,43299.40114,41610.13058,44159.21077,48226.39668,55844.11669,57210.73229,62261.82801,73569.64496,,,,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2577.323575,3016.823465,2180.290184,1725.441879,1637.167311,1453.316206,1525.426685,1767.123349,2032.959557,2294.345992,2500.646257,2811.481588,3362.169308,3551.030186,4045.621429,5137.375078,5382.846519,5781.103423,5479.498064,4986.007417,5101.368479,4595.666327,4463.545867,4787.699532,6210.828325,7615.30468,9484.681227,10526.87746,10781.36608,10243.32824,12860.17764,14705.69242,15431.90293,15941.39722,14794.31583,13736.63569,13960.89421,15346.4497
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2695.365917,3471.248054,3838.433972,4560.512586,5633.795717,6337.883323,7077.770765,7683.502613,8069.213024,8117.267465,8826.994096
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1226.912731,973.2840497,836.6556865,724.9422695,696.275231,682.5737814,862.3419925,915.4240175,897.6660598,824.1583194,880.0184701,825.5407011,847.2958457,810.8329724,590.3001333,756.5011354,809.5387372,758.911908,793.9810785,759.2922029,642.254714,656.834565,710.9611683,865.789649,919.8068028,931.754287,951.9478956,1065.896375,1242.431044,1217.749206,1219.749096,1214.703946,1262.480218,1423.682282,1569.928275,1434.326615,1535.068121,1662.442467
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,782.1396718,859.6568809,799.5699949,781.5619272,800.8261351,810.7666623,1024.387656,1150.1642,1132.477702,979.5901011,951.8882236,1030.979969,918.3958707,1214.697379,808.5760946,716.4369269,761.151765,764.7846067,730.7326938,751.9782914,660.1926971,661.7774417,719.8896584,881.0102086,1027.823,1030.038193,1081.369831,1215.808213,1396.824988,1338.884377,1309.122208,1429.647553,1380.509848,1493.746567,1571.182535,1353.92449,1374.515899,1446.702895
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,546.1423977,463.6859364,492.5317093,387.4937757,269.8259433,240.7701781,263.8145604,242.996146,273.1246877,269.5874462,270.1105809,268.0073444,220.2996713,275.6958231,144.5206699,135.6734808,134.939947,138.964642,138.615476,102.6447985,405.4696531,153.6995733,175.1360715,173.9163518,194.1667863,218.5235092,255.5913138,286.5075372,327.7676543,298.8069562,334.2317394,387.3235796,424.8591337,458.1253652,487.1982806,497.6297557,444.4103346,457.8473868
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,927.0962559,1052.165292,1107.342201,1043.853685,1060.658298,1015.557387,845.1688012,1021.611602,957.2493252,1006.141041,1146.812278,1086.563528,1138.216095,724.5478424,649.9053718,755.9168343,882.4250746,784.0481056,639.4985577,750.5265889,998.1968562,842.7090677,886.3616653,998.1013117,1289.337837,1637.064381,2012.11007,2111.209489,2881.594116,2255.333119,2737.34233,3196.647524,2952.052348,2964.572989,2910.520226,1712.121146,1528.24472,1658.043625
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.155168,1282.364618,1342.468124,1304.601346,1260.395794,1125.201935,1103.338706,1125.261149,1189.140678,1175.93261,1175.14927,1181.081644,1385.866477,1541.712369,2218.78471,2470.683623,2553.549692,2759.952748,2509.139633,2164.432929,2472.197831,2395.856551,2355.725857,2246.257472,2740.249442,3386.0256,3709.078776,4674.21961,5433.72045,5148.422113,6250.655044,7227.73968,7884.984429,8030.58603,7913.383432,6044.525556,5756.861602,6301.589878
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,401.2150932,359.7913681,327.5450756,331.8089951,311.144433,322.2031412,444.2469485,521.5228938,534.7843862,497.2904719,607.4694013,582.3065192,609.9032196,586.6533885,401.8409364,487.797973,471.721275,422.5487938,417.928473,420.8779342,375.8528566,395.9319363,433.2691451,544.5066526,616.4197236,621.9033702,648.3008717,720.7593013,795.9705019,778.5454199,769.1742883,829.7586885,788.632653,834.3410949,852.9543079,727.6463868,775.0800846,797.2863685
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,496.2267642,478.282435,473.0503005,456.4629076,426.6979481,437.1364851,595.4445052,724.0943075,801.733062,797.9155124,897.6495095,913.9639435,994.6280468,1328.993994,1072.330788,1251.902319,1258.80907,1201.956656,1250.615376,1389.719796,1239.377855,1268.884564,1373.515636,1768.921302,1976.458506,2048.13459,2304.289902,3112.285601,3638.905946,3444.5566,3312.825985,3670.429453,3408.482762,3558.796313,3529.618403,2995.150553,3037.525642,3209.69112
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2022.109731,1069.139835,1033.894312,1535.351908,1727.175553,1756.856818,1955.702554,2033.671259,2059.311255,2274.430069,2391.301446,2257.491123,2618.167952,2854.6202,3045.406733,3279.326506,3230.234155,3408.365101,3614.562567,3688.398314,3808.363689,3981.528047,4062.014965,4167.714107,4425.507467,4697.011135,5245.187372,6120.6234,6911.136152,6809.396224,8199.414621,9186.59639,9985.36959,10569.66631,10630.9979,11393.02395,11732.71055,11630.6684
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2448.094604,2668.658602,2929.149153,2931.73301,2762.493317,2704.767311,2447.562109,2612.733805,2753.732734,2803.733181,2970.039725,2910.691263,2840.659312,3041.30762,3173.942108,3479.264554,3768.37032,4384.842956,4624.379778,4895.055269,5215.613341,5331.770724,5566.693004,5910.039375,6423.088959,7214.815533,8024.01364,8855.473496,9988.74494,8365.033888,9039.288633,9728.001302,9976.727227,10026.67409,10125.40682,9842.968671,9355.868253,9517.932644
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2024.66004,2038.630096,2111.052398,2227.905625,2399.844466,2273.184149,2382.608905,2455.209164,2645.49087,2576.974727,2706.975742,2280.335931,2057.682969,2072.167419,2621.824239,2790.178221,2282.389619,2303.090535,2326.112221,2553.06976,2741.110542,2832.188893,2994.339988,3192.669378,3390.716256,3779.05707,4669.060916,5184.494227,5376.447622,5484.7763,5676.141403,6075.924306,6425.941119,6760.15344,7050.50199,7602.261218,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,30189.76843,,,,,,,,,,64100.9077,,,,,,,,,,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15098.00602,14969.42279,14303.53857,15247.29329,15457.64436,14672.88206,15062.92433,16372.29152,20293.40789,23932.49128,25324.48666,27169.99256,31386.63265,35390.70488,32105.8159,30818.46396,32233.83942,28984.91481,27942.31667,27400.80299,23212.2247,23541.48825,25233.57098
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,3917.15984,2878.719283,3352.034161,3931.744463,4601.952312,5788.150737,6493.863346,5996.83381,6458.904501,6307.698004,6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18483.71648,20368.13856
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,12092.38185,10170.44628,9876.228232,9827.022409,9277.932299,9393.891691,13410.8971,16614.4101,17863.4379,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41785.55691,46810.32796,44065.24891,46530.91143,48042.56343,41323.9215,42232.57421,44469.90906
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,801.1727273,,761.4703124,748.1952492,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.4669289,760.5314478,755.5962418,765.7204882,768.1760767,781.2322196,792.15412,819.974118,864.1847206,904.7297489,965.6693779,1047.586896,1214.077118,1253.657431,1325.990724,1430.986898,1536.150685,1477.363042,1595.146365,1761.610158,1872.234623,1927.589706
