"","u_teamid","id","team","AME_Z","upper_Z","lower_Z","u_delibtreatmentgroup1","AME","lower","upper","error","z","p","DV","main_IV_type","main_IV_source","main_IV_measurement","main_IV_time","main_IV_effect","package","countries","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsup","Hrej","Hno","AME_sup_p05","AME_sup_p10","AME_neg_p05","AME_ns_p05","u_expgroup1","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","belief_1_avg","belief_2_avg","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","inv_weight_H","pos_test_team_p05","neg_test_team_p05","ns_test_team_p05","pos_test_pct_p05","pos_test_pct_p10","neg_test_pct_p05","ns_test_pct_p05","stats_ipred","topic_ipred","belief_ipred","HresultF","STATISTICS_SKILL","BELIEF_HYPOTHESIS","TOPIC_KNOWLEDGE","MODEL_SCORE","PRO_IMMIGRANT","AME_Z_b","AME_Z_w","jobs_b","unemp_b","incdiff_b","oldage_b","house_b","health_b","jobs_w","unemp_w","incdiff_w","oldage_w","house_w","health_w","scale_b","scale_w","un_emp_rate_ivC","main_IV_factor","in_m13"
"130",18,"t18m2",17,0.011,0.013,0.009,1,0.011,0.009,0.013,0.002,10.78431,0.00001,"Unemp","Stock","UN","Immigrant, foreign-born","current","Total","glm",18,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,0.00737784262433134,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0,0,0,"Immigrant, foreign-born",TRUE
"131",18,"t18m3",17,-0.001,0.002,-0.004,1,-0.001,-0.004,0.002,0.003,-0.65359,0.51338,"IncDiff","Stock","UN","Immigrant, foreign-born","current","Total","glm",18,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,-0.00462215737566866,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,0,0,0,"Immigrant, foreign-born",TRUE
"132",18,"t18m4",17,0.005,0.007,0.004,1,0.005,0.004,0.007,0.001,6.49351,0.00001,"OldAge","Stock","UN","Immigrant, foreign-born","current","Total","glm",18,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,0.00137784262433134,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,0,0,0,"Immigrant, foreign-born",TRUE
"133",18,"t18m5",17,0.006,0.008,0.003,1,0.006,0.003,0.008,0.003,4.6875,0.00001,"House","Stock","UN","Immigrant, foreign-born","current","Total","glm",18,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,0.00237784262433134,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,0,0,0,"Immigrant, foreign-born",TRUE
"134",18,"t18m6",17,0.002,0.004,0.001,1,0.002,0.001,0.004,0.001,2.5974,0.00939,"Health","Stock","UN","Immigrant, foreign-born","current","Total","glm",18,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,-0.00162215737566866,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,0,0,0,"Immigrant, foreign-born",TRUE
"135",18,"t18m7",17,0.00823294425401195,0.0143638601878506,0.00192685929349216,1,0.047,0.011,0.082,0.036,2.59525,0.00945,"Jobs","Flow","UN","Net Migration","1-year","Total","glm",18,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,0.00461078687834329,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0,0,0,"Net Migration",TRUE
"136",18,"t18m8",17,-0.0197941000149649,-0.0129625079744018,-0.0264505230288469,1,-0.113,-0.151,-0.074,0.038,-5.75356,0.00001,"Unemp","Flow","UN","Net Migration","1-year","Total","glm",18,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,-0.0234162573906336,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0,0,0,"Net Migration",TRUE
"137",18,"t18m9",17,-0.000875845133405527,0.00543023982711427,-0.00700676106724421,1,-0.005,-0.04,0.031,0.035,-0.27609,0.78248,"IncDiff","Flow","UN","Net Migration","1-year","Total","glm",18,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,-0.00449800250907419,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,-0.166666666666667,0,0,0,"Net Migration",TRUE
"138",18,"t18m10",17,-0.0031530424802599,0.000875845133405527,-0.00735709912060643,1,-0.018,-0.042,0.005,0.024,-1.50125,0.13329,"OldAge","Flow","UN","Net Migration","1-year","Total","glm",18,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,-0.00677519985592856,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,-0.166666666666667,0,0,0,"Net Migration",TRUE
"139",18,"t18m11",17,0.00683159204056311,0.0126121699210396,0.000875845133405527,1,0.039,0.005,0.072,0.034,2.28204,0.02249,"House","Flow","UN","Net Migration","1-year","Total","glm",18,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,0.00320943466489445,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,-0.166666666666667,0,0,0,"Net Migration",TRUE
"140",18,"t18m12",17,0.0252243398420792,0.0304794106425123,0.019969269041646,1,0.144,0.114,0.174,0.03,9.40562,0.00001,"Health","Flow","UN","Net Migration","1-year","Total","glm",18,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,5,3,5,5,2.66666666666667,3,-0.138496600658727,0.161993154933088,0.304412993172489,0.49511002,0.91381418,0.04889976,0.37408313,0.44254279,0.3,0.42907498,12,1,8,3,0.0833333333333333,0.0833333333333333,0.666666666666667,0.25,-0.358516530622053,-0.0766422334493972,0.201433323773797,"No test","Low","Mid","Mid","Mid","High",0.00362215737566866,0.0216021824664105,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.166666666666667,0.833333333333333,0,0,0,"Net Migration",TRUE
"141",19,"t19m1",18,0.00154,0.00564,-0.00256,1,0.00154,-0.00256,0.00564,0.0041,0.73684,0.46122,"Scale_6","Stock","UN","Immigrant, foreign-born","current","Total","reg",17,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,5,3,5,3,2.33333333333333,2.66666666666667,0.21607866470721,-0.0886696991489896,-0.120211390072978,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,10,4,3,3,0.4,0.6,0.3,0.3,-0.0721582899179532,-0.0528801083423977,0.0372111017960138,"Support","Mid","Mid","Mid","Low","High",-0.00172562388717179,0.00326562388717179,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"142",19,"t19m2",18,-0.0067,-0.00227,-0.01112,1,-0.0067,-0.01112,-0.00227,0.00442,-2.9646,0.00303,"Scale_6","Stock","UN","Immigrant, foreign-born","current","Total","reg",17,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,5,3,5,3,2.33333333333333,2.66666666666667,0.21607866470721,-0.0886696991489896,-0.120211390072978,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,10,4,3,3,0.4,0.6,0.3,0.3,-0.0721582899179532,-0.0528801083423977,0.0372111017960138,"Support","Mid","Mid","Mid","Low","High",-0.00172562388717179,-0.00497437611282821,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"143",19,"t19m3",18,0.0053,0.00956,0.00103,1,0.0053,0.00103,0.00956,0.00427,2.43119,0.01505,"Scale_6","Stock","UN","Immigrant, foreign-born","current","Total","reg",17,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,5,3,5,3,2.33333333333333,2.66666666666667,0.21607866470721,-0.0886696991489896,-0.120211390072978,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,10,4,3,3,0.4,0.6,0.3,0.3,-0.0721582899179532,-0.0528801083423977,0.0372111017960138,"Support","Mid","Mid","Mid","Low","High",-0.00172562388717179,0.00702562388717179,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,"Immigrant, foreign-born",TRUE
"144",19,"t19m4",18,-0.00676,-0.00222,-0.01131,1,-0.00676,-0.01131,-0.00222,0.00455,-2.91379,0.00357,"Scale_6","Stock","UN","Immigrant, foreign-born","current","Total","reg",17,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4,5,3,5,3,2.33333333333333,2.66666666666667,0.21607866470721,-0.0886696991489896,-0.120211390072978,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,10,4,3,3,0.4,0.6,0.3,0.3,-0.0721582899179532,-0.0528801083423977,0.0372111017960138,"Support","Mid","Mid","Mid","Low","High",-0.00172562388717179,-0.00503437611282821,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Immigrant, foreign-born",TRUE
"145",19,"t19m5",18,-0.00487845739306878,0.000108604796542285,-0.00986551958267986,1,-0.02785,-0.05632,0.00062,0.02847,-1.91672,0.05527,"Scale_6","Flow","UN","Net Migration","1-year","Total","reg",17,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,5,3,5,3,2.33333333333333,2.66666666666667,0.21607866470721,-0.0886696991489896,-0.120211390072978,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,10,4,3,3,0.4,0.6,0.3,0.3,-0.0721582899179532,-0.0528801083423977,0.0372111017960138,"Support","Mid","Mid","Mid","Low","High",-0.00172562388717179,-0.00315283350589699,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Net Migration",TRUE
"146",19,"t19m6",18,-0.00456315314504279,0.000418653973767842,-0.00954496026385343,1,-0.02605,-0.05449,0.00239,0.02844,-1.79531,0.0726,"Scale_6","Flow","UN","Net Migration","1-year","Total","reg",17,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,5,3,5,3,2.33333333333333,2.66666666666667,0.21607866470721,-0.0886696991489896,-0.120211390072978,0.26650367,NA,0.04889976,0.37408313,0.09779951,0.3,0.217457214,10,4,3,3,0.4,0.6,0.3,0.3,-0.0721582899179532,-0.0528801083423977,0.0372111017960138,"Support","Mid","Mid","Mid","Low","High",-0.00172562388717179,-0.002837529257871,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,"Net Migration",TRUE
